,district,home_size,home_price
8226,ديراب,230,800000
8227,الرمال,250,1125000
8228,القادسية,780,3900000
8229,النزهة,2450,13000000
8230,المونسية,290,1900000
8231,طويق,360,1100000
8232,فيصل,900,2400000
8233,البيضاء,230,900000
8234,المهدية,250,1600000
8235,طويق,220,1100000
8236,المونسية,240,1750000
8237,النرجس,360,3200000
8238,المهدية,200,1270000
8239,العارض,200,2000000
8240,الرمال,300,1350000
8241,الرفيعة,1800,15000000
8242,البيضاء,272,1100000
8243,العارض,392,2900000
8244,طويق,300,1300000
8245,طيبة,282,900000
8246,طويق,266,1330000
8247,القادسية,362,1650000
8248,الوسطى,200,930000
8249,النرجس,312,3000000
8250,الرمال,360,1700000
8251,اليرموك,351,2600000
8252,الغدير,435,4000000
8253,العارض,440,3300000
8254,المونسية,280,1900000
8255,الحزم,225,920000
8256,النرجس,312,3000000
8257,طويق,350,1100000
8258,الرمال,405,2000000
8259,شبرا,625,900000
8260,العارض,324,2300000
8261,لبن,200,1300000
8262,الملقا,405,4500000
8263,طويق,200,950000
8264,الشرق,440,1700000
8265,عكاظ,234,1050000
8266,طويق,300,1100000
8267,النرجس,750,9000000
8268,لبن,200,1200000
8269,بدر,315,950000
8270,الرمال,367,1600000
8271,الواحة,560,5200000
8272,طويق,250,1250000
8273,النرجس,312,3000000
8274,المهدية,200,1250000
8275,الرمال,507,1900000
8276,الرمال,240,1170000
8277,الملقا,800,8000000
8278,العزيزية,260,850000
8279,بدر,225,900000
8280,العارض,420,3500000
8281,العزيزية,200,830000
8282,القادسية,275,1550000
8283,الرمال,300,1350000
8284,الرفيعة,1800,15000000
8285,الندوة,525,1800000
8286,طيبة,220,780000
8287,النرجس,312,3000000
8288,المونسية,264,1950000
8289,العزيزية,375,1300000
8290,طويق,250,1100000
8291,المهدية,750,3500000
8292,النفل,4000,30000000
8293,الدين,660,3000000
8294,المهدية,270,1450000
8295,العزيزية,200,950000
8296,العزيزية,240,840000
8297,الرمال,245,1350000
8298,طويق,328,1300000
8299,الياسمين,362,3350000
8300,الصحافة,500,3300000
8301,الدين,375,2000000
8302,طويق,200,880000
8303,طويق,300,1140000
8304,غرناطة,390,2000000
8305,الملقا,405,4500000
8306,لبن,200,1300000
8307,الحزم,270,1150000
8308,عكاظ,324,1350000
8309,طويق,300,1200000
8310,الحزم,281,1150000
8311,البيضاء,400,1150000
8312,اليمامة,255,650000
8313,الرمال,360,1680000
8314,طويق,250,1100000
8315,العزيزية,230,840000
8316,المهدية,400,1500000
8317,لبن,200,1050000
8318,بدر,315,950000
8319,الياسمين,930,7800000
8320,طويق,240,1000000
8321,الغربي,450,800000
8322,عكاظ,250,990000
8323,الرمال,252,1300000
8324,النرجس,216,2100000
8325,النفل,325,2200000
8326,البيضاء,250,550000
8327,الرمال,300,1350000
8328,الملقا,405,4500000
8329,الملقا,800,8000000
8330,طويق,300,1300000
8331,الغربي,460,1800000
8332,بدر,300,1200000
8333,الخليج,750,2200000
8334,الياسمين,375,3700000
8335,البيضاء,250,790000
8336,طويق,360,1080000
8337,طويق,270,1130000
8338,المهدية,200,1300000
8339,طويق,300,1300000
8340,الغدير,750,6000000
8341,طويق,275,950000
8342,طويق,200,970000
8343,النرجس,500,5400000
8344,النرجس,250,2900000
8345,المونسية,288,2250000
8346,طويق,300,1270000
8347,الرفيعة,1800,15000000
8348,طويق,300,1220000
8349,القادسية,691,3500000
8350,الرمال,300,1430000
8351,النرجس,260,2100000
8353,الرمال,250,1120000
8354,طويق,250,1150000
8355,المهدية,375,2100000
8356,المونسية,240,1600000
8357,طويق,300,1200000
8358,النرجس,325,3000000
8359,عكاظ,255,920000
8360,طويق,270,1150000
8361,النرجس,300,2800000
8363,بدر,300,900000
8364,الرمال,299,1500000
8365,الملز,490,1050000
8366,نمار,240,1350000
8367,طويق,300,1170000
8368,بدر,325,1050000
8369,طويق,300,1220000
8370,لبن,200,1300000
8371,بدر,330,880000
8372,بدر,286,980000
8373,العارض,261,2100000
8374,النرجس,250,2650000
8375,الياسمين,300,3700000
8376,طويق,266,1340000
8377,الدولي,240,1180000
8378,لبن,200,1150000
8379,الرمال,360,1600000
8380,البيضاء,230,900000
8381,الملقا,410,4100000
8382,طويق,300,1250000
8383,البيضاء,500,1320000
8384,القادسية,250,1550000
8385,الرمال,300,1250000
8386,ديراب,281,1050000
8387,المهدية,200,1300000
8388,البيان,375,1550000
8389,الحزم,312,1180000
8390,لبن,200,1300000
8391,الرمال,300,1350000
8392,البيضاء,250,890000
8393,قرطبة,1600,8000000
8394,الحزم,250,950000
8395,الريان,572,2400000
8396,النرجس,300,2650000
8397,عكاظ,300,1100000
8398,الرمال,300,1300000
8399,طويق,400,950000
8400,البديعة,325,1500000
8401,الحزم,312,1280000
8402,الدولي,270,1250000
8403,المونسية,312,1800000
8404,عكاظ,360,1300000
8405,العارض,220,2100000
8406,عريض,300,1250000
8407,المونسية,525,2800000
8408,لبن,200,1300000
8409,طويق,300,1220000
8410,بدر,360,1280000
8411,الرمال,300,1600000
8412,الوسطى,400,700000
8413,بدر,345,870000
8414,الرمال,360,1500000
8415,طويق,200,950000
8416,النرجس,1200,6000000
8417,البيضاء,270,940000
8418,طويق,375,1300000
8419,الرمال,281,1270000
8420,الغربية,200,940000
8421,الرمال,253,1150000
8422,حطين,900,5500000
8423,الملقا,470,4700000
8424,المونسية,300,1950000
8425,بدر,226,820000
8426,الرمال,300,1580000
8427,طويق,300,930000
8428,الحزم,375,1650000
8429,بدر,300,1000000
8430,الملقا,405,4500000
8431,الرمال,300,1350000
8432,الرمال,280,1650000
8433,الرمال,360,1430000
8434,طويق,250,1100000
8435,طويق,300,1130000
8436,المهدية,450,3200000
8437,عكاظ,312,1300000
8438,الحزم,250,1000000
8439,الوسطى,220,1000000
8440,طويق,390,1650000
8441,طيبة,238,830000
8442,طويق,200,900000
8443,النرجس,450,3000000
8444,قرطبة,420,3200000
8445,طويق,260,1200000
8446,الياسمين,360,4300000
8447,الروضة,308,2150000
8448,نمار,316,1400000
8449,عكاظ,300,1100000
8450,المهدية,200,1300000
8451,الرفيعة,1800,15000000
8452,طويق,300,1220000
8453,النظيم,252,1050000
8454,طويق,240,1050000
8455,الشفا,200,1150000
8456,النهضة,337,1800000
8457,الرمال,300,1380000
8458,العارض,440,3500000
8459,لبن,390,1800000
8460,الملقا,375,4000000
8461,الغربي,525,1250000
8462,العارض,360,2625000
8463,طويق,300,1250000
8464,عكاظ,360,1270000
8465,طويق,300,1200000
8466,الرمال,300,1280000
8467,الياسمين,375,3500000
8468,العارض,261,2400000
8469,الغربية,200,1000000
8470,بدر,360,660000
8471,عكاظ,350,1130000
8472,الغربي,313,970000
8473,طويق,300,1220000
8474,الرفيعة,1800,15000000
8475,بدر,300,1100000
8476,المرسلات,990,3800000
8477,العارض,250,2300000
8478,طيبة,250,750000
8479,بدر,370,950000
8480,ديراب,250,1030000
8481,طويق,300,1200000
8482,طويق,390,1650000
8483,العزيزية,840,1800000
8484,النرجس,480,3200000
8485,طويق,312,1400000
8486,المهدية,250,1600000
8487,اشبيلية,300,1950000
8488,الشرق,250,1100000
8489,الياسمين,375,3900000
8490,المونسية,350,1850000
8491,الرمال,358,1230000
8492,الاندلس,645,2550000
8493,البديعة,375,1500000
8494,الرمال,300,1450000
8495,لبن,200,1300000
8496,طويق,300,1220000
8497,طويق,200,950001
8498,شبرا,270,1630000
8499,عكاظ,325,1098000
8500,الرمال,388,2300000
8501,بدر,250,920000
8502,طويق,500,850000
8504,بدر,300,930000
8505,عكاظ,300,1050000
8506,الخليج,360,2250000
8507,عكاظ,300,1150000
8508,عكاظ,350,1130000
8509,التعاون,660,3000000
8510,المهدية,200,1270000
8511,العارض,290,2700000
8512,المهدية,400,1350000
8513,الحزم,270,1030000
8514,طويق,300,1300000
8515,طويق,260,1230000
8516,لبن,200,1300000
8517,الرمال,300,1350000
8518,الغدير,750,5800000
8519,الياسمين,337,3000000
8520,الرمال,240,1120000
8521,بدر,235,930000
8522,الرمال,300,1300000
8523,النهضة,750,1800000
8524,القادسية,375,1650000
8525,المونسية,288,1900000
8526,الشفا,300,920000
8527,السويدي,281,1150000
8528,البيضاء,775,1800000
8529,المهدية,360,1350000
8530,البيضاء,250,1050000
8531,طويق,300,1110000
8532,البيضاء,220,900000
8533,عكاظ,325,1180000
8534,نمار,345,1200000
8535,نمار,200,1100000
8536,النرجس,350,3150000
8537,طويق,300,1150000
8538,طويق,300,1220000
8539,لبن,200,1300000
8540,عكاظ,360,1200000
8541,طويق,300,1220000
8542,البديعة,650,1500000
8543,الفاروق,675,1200000
8544,الرمال,400,1850000
8545,الدولي,250,1100000
8546,الرمال,380,1450000
8547,الصحافة,317,2200000
8548,الدولي,300,1300000
8549,طويق,300,1250000
8550,الوسطى,200,1000000
8551,عكاظ,300,1100000
8552,المهدية,375,2150000
8553,السويدي,300,720000
8554,القادسية,300,1500000
8555,الملقا,600,6500000
8556,نمار,316,1480000
8557,ديراب,225,930000
8558,عكاظ,250,950000
8559,الشرقي,300,1000000
8560,لبن,200,1300000
8561,طويق,300,1220000
8562,المهدية,200,1350000
8563,الملقا,540,5350000
8564,قرطبة,750,8000000
8565,طويق,200,1050000
8566,الشفا,262,900000
8567,طويق,350,1120000
8568,المونسية,250,1300000
8569,طيبة,250,820000
8570,النرجس,497,6000000
8571,الغربي,450,1500000
8572,الحزم,252,1250000
8573,طيبة,250,900000
8574,عكاظ,328,1090000
8575,المهدية,325,1800000
8576,الملقا,800,9500000
8577,العزيزية,230,900000
8578,الزهراء,313,1250000
8579,الجنادرية,300,1450000
8580,نمار,260,1250000
8581,طويق,200,950000
8582,الرمال,300,1350000
8583,طويق,300,1220000
8584,الشرق,265,1100000
8585,طويق,300,1200000
8586,الرمال,328,1450000
8587,طويق,250,1180000
8588,القيروان,375,3000000
8589,النهضة,450,1700000
8590,طويق,250,1100000
8591,العزيزية,250,1050000
8592,نمار,450,2000000
8593,طويق,200,1000000
8594,المنصورية,277,850000
8595,طويق,360,1550000
8596,النرجس,312,2550000
8597,الرمال,300,1350000
8598,طويق,290,1300000
8599,طويق,375,970000
8600,الغربية,400,850000
8601,طويق,300,1150000
8602,المونسية,350,2000000
8603,لبن,200,1300000
8604,الرمال,300,1350000
8605,طويق,260,1170000
8606,الرمال,300,1270000
8607,الحزم,250,1080000
8608,طويق,240,1050000
8610,المونسية,312,1850000
8611,عبدالله,500,4000000
8612,المونسية,350,2250000
8613,طيبة,280,900000
8614,الرمال,300,1800000
8615,الرمال,405,1900000
8616,العارض,310,2400000
8617,المونسية,250,1250000
8618,عكاظ,420,1500000
8619,طويق,300,1200000
8620,قرطبة,428,3550000
8621,بدر,360,960000
8622,طويق,325,1300000
8623,طويق,375,1080000
8624,لبن,200,1300000
8625,الرفيعة,1800,15000000
8626,المهدية,200,1260000
8627,قرطبة,420,3600000
8628,العزيزية,267,850000
8629,عكاظ,312,1100000
8630,عكاظ,250,880000
8631,لبن,540,2000000
8632,الملقا,745,6000000
8633,الغربية,200,1000000
8634,طويق,420,730000
8635,القادسية,384,1750000
8636,اشبيلية,283,1950000
8637,المونسية,300,2250000
8638,الملقا,405,4800000
8639,الملقا,360,3700000
8640,عكاظ,300,980000
8641,الشفا,690,1400000
8642,عكاظ,300,1150000
8643,الرمال,330,1400000
8644,الرمال,210,1150000
8645,الملقا,405,4500000
8646,لبن,200,1300000
8647,النرجس,324,2700000
8648,ديراب,375,770000
8649,طويق,280,1180000
8650,العارض,360,2550000
8651,عكاظ,325,1090000
8652,طويق,283,1170000
8653,البيضاء,250,730000
8654,طويق,300,1220000
8655,العارض,442,3200000
8656,ديراب,317,880000
8657,عكاظ,280,1150000
8658,الرمال,360,1950000
8659,بدر,260,900000
8660,عكاظ,300,1000000
8661,الرمال,320,1750000
8662,العارض,200,1900000
8663,طويق,300,1350000
8664,طويق,375,1350000
8665,المهدية,200,1260000
8666,نمار,300,1320000
8667,لبن,200,1300000
8668,الملقا,405,4500000
8669,طويق,328,1240000
8670,بدر,330,1300000
8671,الرمال,300,1250000
8672,المونسية,240,1700000
8673,الزهرة,570,1700000
8674,طويق,300,1200000
8675,الرمال,250,1090000
8676,الزهرة,250,1150000
8677,الروابي,375,1600000
8678,عكاظ,300,970000
8679,طويق,375,1280000
8680,طويق,360,1550000
8681,الرمال,324,1700000
8682,النخيل,900,6000000
8683,المهدية,200,1350000
8684,عكاظ,300,1050000
8685,البديعة,525,900000
8686,المهدية,250,1450000
8687,عكاظ,310,960000
8688,عريض,352,1180000
8689,الرفيعة,1800,15000000
8690,الملقا,405,4500000
8691,السويدي,460,850000
8692,طويق,300,1250000
8693,الملقا,1000,15000000
8694,الواحة,927,4600000
8695,العارض,386,3000000
8696,العارض,315,2400000
8697,البديعة,500,650000
8698,طويق,250,1200000
8699,طويق,300,1150000
8700,طويق,266,1320000
8701,المونسية,275,1750000
8702,طويق,250,1100000
8703,المهدية,466,2500000
8704,عكاظ,375,1200000
8705,طويق,285,1400000
8706,النرجس,440,5500000
8707,العزيزية,275,1070000
8708,العارض,390,3400000
8709,الياسمين,320,2100000
8710,العارض,400,3200000
8711,الملقا,405,4500000
8712,الرمال,300,1350000
8713,الحزم,300,1250000
8714,المونسية,300,1950000
8715,الياسمين,370,3300000
8716,الملقا,411,4500000
8717,النرجس,312,3000000
8718,الملقا,500,5000000
8719,المونسية,266,1900000
8720,طويق,240,1000050
8721,الصحافة,300,3200000
8722,الجنادرية,300,1420000
8723,عكاظ,300,1050000
8724,المرسلات,250,1800000
8725,الملقا,350,4000000
8726,الرحمانية,507,6000000
8727,الرمال,248,1200000
8728,الرمال,240,1160000
8729,بدر,247,870000
8730,المونسية,270,2300000
8731,الشفا,360,1250000
8732,المهدية,200,1200000
8733,الرفيعة,1800,15000000
8734,الرمال,300,1350000
8735,طويق,300,1250000
8736,المونسية,240,1950000
8737,طويق,300,1250000
8738,الزهرة,625,1500000
8739,المونسية,220,1600000
8740,الغربية,200,950000
8741,الدريهمية,250,1000000
8742,النرجس,260,1900000
8743,المعيزيلة,225,1360000
8744,اشبيلية,900,3300000
8745,لبن,200,1050000
8746,طويق,200,950000
8747,طويق,390,1200000
8748,الملقا,800,7700000
8749,الغربية,200,950000
8750,طويق,380,1600000
8751,العزيزية,250,900000
8752,بدر,345,1270000
8753,طويق,200,960000
8754,طويق,220,1150000
8755,الملقا,405,4500000
8756,الرفيعة,1800,15000000
8757,طويق,360,1300000
8758,الرمال,250,1180000
8759,المونسية,390,2070000
8760,عكاظ,300,1100000
8761,النرجس,370,2800000
8762,عكاظ,217,850000
8763,الرمال,312,1700000
8764,القادسية,437,2200000
8765,النرجس,270,2750000
8766,عكاظ,300,1050000
8767,السعادة,375,1850000
8768,طويق,225,1000000
8769,طويق,300,1300000
8770,عكاظ,324,1250000
8771,الرمال,300,1300000
8772,المونسية,375,2199999
8773,طويق,450,1350000
8774,المونسية,287,1400000
8775,الوسطى,200,930000
8776,الرفيعة,1800,15000000
8777,الرمال,300,1350000
8778,الحزم,250,1000000
8779,طويق,300,860000
8780,بدر,270,1090000
8781,نمار,316,1450000
8782,بدر,250,980000
8783,الرمال,300,1380000
8784,طويق,300,1150000
8785,القدس,375,2550000
8786,الرمال,300,1600000
8787,طويق,300,1180000
8788,بدر,406,950000
8789,المونسية,240,1750000
8790,المهدية,215,1300000
8791,الشفا,675,1600000
8792,طويق,200,940000
8793,نمار,316,1500000
8794,النهضة,425,1400000
8795,طويق,200,930000
8796,ديراب,225,930000
8797,لبن,400,1800000
8798,الرفيعة,1800,15000000
8799,الرمال,300,1350000
8800,بدر,250,940000
8801,طيبة,268,895000
8802,المصيف,780,3000000
8803,طويق,300,1250000
8804,ديراب,450,1300000
8805,النرجس,308,2500000
8806,النرجس,325,3200000
8807,النرجس,336,3000000
8808,عكاظ,360,1150000
8809,نمار,250,1250000
8810,الوسطى,200,1000000
8811,المونسية,240,1950000
8812,النرجس,300,2650000
8813,الرمال,325,1650000
8814,العارض,600,5300000
8815,طويق,200,950000
8816,الرمال,264,1250000
8817,طويق,266,1350000
8818,طويق,300,1250000
8819,طويق,375,1120000
8820,الرفيعة,1800,15000000
8821,الرمال,300,1350000
8822,الحزم,360,1500000
8823,طويق,300,1260000
8824,الملقا,800,7800000
8825,القيروان,350,2600000
8826,المهدية,270,1500000
8827,طويق,300,1220000
8828,الغربية,800,1500000
8829,عكاظ,270,1220000
8830,طويق,200,920000
8831,شبرا,336,1150000
8832,المهدية,450,2500000
8833,لبن,250,1300000
8834,طويق,250,1100000
8835,المونسية,300,2000000
8836,البيضاء,312,650000
8837,نمار,300,1400000
8838,النرجس,312,3150000
8839,طيبة,226,850000
8840,الغربي,375,1400000
8841,طويق,200,920000
8842,طويق,300,1220000
8843,الملقا,405,4500000
8844,الملقا,420,5200000
8845,حطين,428,4200000
8846,طويق,200,1050000
8847,عكاظ,300,1030000
8848,الغربية,900,3000000
8849,الغربية,200,1000000
8850,طويق,300,1150000
8851,طويق,405,1230000
8852,شبرا,625,1150000
8853,النرجس,300,2700000
8854,القادسية,305,1800000
8855,الرمال,300,1200000
8856,النرجس,350,3150000
8857,النرجس,241,2500000
8858,طويق,285,1300000
8859,بدر,420,1300000
8860,طويق,300,1250000
8861,العزيزية,350,1400000
8862,النرجس,375,3350000
8863,طويق,300,1220000
8864,الرفيعة,1800,15000000
8865,نمار,450,2000000
8866,العزيزية,200,820000
8867,فهد,700,2300000
8868,الروابي,450,2000000
8869,الصحافة,389,2800000
8870,الرمال,300,1200000
8871,طويق,360,1450000
8872,البيان,450,1350000
8873,المونسية,264,1850000
8874,المونسية,240,1800000
8875,الحزم,281,1120000
8876,عكاظ,300,1080000
8877,طويق,200,900000
8878,طيبة,285,850000
8879,نمار,450,2000000
8880,لبن,200,1200000
8881,لبن,375,1300000
8882,الوسطى,200,920000
8883,طويق,200,960000
8884,الرمال,300,1400000
8885,الملقا,405,4500000
8886,الرفيعة,1800,15000000
8887,المونسية,288,2200000
8888,طويق,300,1500000
8889,بدر,275,900000
8890,الرمال,310,1200000
8891,المهدية,300,1900000
8892,طويق,300,1120000
8893,المحمدية,676,4200000
8894,الرمال,300,1300000
8895,القادسية,384,1740000
8896,بدر,390,1250000
8897,الصحافة,300,3200000
8898,طويق,375,1300000
8899,الرمال,264,1270000
8900,القادسية,437,2200000
8901,طويق,200,950000
8902,الملقا,350,3800000
8903,الغربية,400,900000
8904,العزيزية,200,950000
8905,المونسية,420,1700000
8906,الغربي,400,1200000
8907,الملقا,405,4500000
8908,الرفيعة,1800,15000000
8909,لبن,450,2000000
8910,البيضاء,250,850000
8911,عكاظ,360,1150000
8912,طويق,250,1250000
8913,طويق,200,960000
8914,بدر,315,700000
8915,شبرا,300,720000
8916,المهدية,200,1200000
8917,الفيحاء,600,2100000
8918,بدر,275,920000
8919,طويق,200,950000
8920,الرمال,252,1300000
8921,طويق,270,1140000
8922,المهدية,225,1250000
8923,بدر,200,950000
8924,طويق,390,1700000
8925,طويق,370,1120000
8926,طيبة,282,950000
8927,طويق,360,1050000
8928,العارض,270,2400000
8929,طويق,300,1220000
8930,الرمال,300,1350000
8931,حطين,8900,70000000
8932,الرمال,294,1400000
8933,النرجس,225,1800000
8934,الوسطى,200,1000000
8935,عكاظ,350,1000000
8936,الغربية,600,2500000
8937,المهدية,225,1500000
8938,بدر,330,1150000
8939,المهدية,200,1400000
8940,المهدية,200,1300000
8941,طويق,300,1170000
8942,طويق,300,1220000
8943,عكاظ,420,1300000
8944,الغربي,500,1150000
8945,نمار,300,1350000
8946,الصحافة,416,3650000
8947,اشبيلية,300,1920000
8948,طويق,255,1100000
8949,طويق,200,950000
8950,المهدية,255,1400000
8951,طويق,300,1220000
8952,الملقا,405,4500000
8953,الرمال,300,1300000
8954,طويق,300,1180000
8955,عكاظ,310,1080000
8956,المهدية,450,2200000
8957,عكاظ,300,1100000
8958,طويق,300,1225000
8959,الرمال,350,1600000
8960,طويق,266,1350000
8961,الشهداء,250,1350000
8962,الملقا,360,4400000
8963,طيبة,220,830000
8964,اليمامة,272,430000
8965,المونسية,625,2650000
8966,طويق,360,1270000
8967,نمار,450,2000000
8968,الجنادرية,300,1050000
8969,البيضاء,288,1160000
8970,طويق,375,1500000
8971,الرمال,300,1350000
8972,الملقا,405,4500000
8973,بدر,240,900000
8974,بدر,315,930000
8975,طويق,360,1450000
8976,العزيزية,250,850000
8977,عكاظ,307,1100000
8978,فهد,875,4400000
8979,الرمال,300,1330000
8980,الملقا,1620,15000000
8981,بدر,315,1050000
8982,العزيزية,233,400000
8983,طويق,440,1450000
8984,نمار,375,1600000
8985,الرمال,284,1380000
8986,الرمال,300,1350000
8987,طويق,200,1000000
8988,قرطبة,312,2550000
8989,الرمال,335,1350000
8990,العزيزية,275,670000
8991,طويق,300,1300000
8992,الرفيعة,1800,15000000
8993,الرمال,300,1350000
8994,المهدية,300,1950000
8995,طويق,200,910000
8996,عكاظ,360,1270000
8997,الرمال,280,1650000
8998,النرجس,280,2200000
8999,عكاظ,300,1100000
9000,القيروان,262,2100000
9001,الاسكان,400,950000
9002,النرجس,288,3000000
9003,السلام,598,2500000
9004,العزيزية,245,1000000
9005,طويق,450,2000000
9006,فيصل,500,1900000
9007,طويق,450,1900000
9008,المهدية,250,1500000
9009,قرطبة,312,1830000
9010,بدر,273,1100000
9011,طويق,250,1250000
9012,السويدي,281,1300000
9013,طويق,260,1170000
9014,لبن,200,1300000
9015,الرفيعة,1800,15000000
9016,لبن,385,1400000
9017,الخليج,875,2300000
9018,طويق,300,1170000
9019,طويق,270,1280000
9020,بدر,240,800000
9021,الحزم,312,1300000
9022,طيبة,280,1050000
9023,طويق,270,1200000
9024,الملقا,300,2900000
9025,طويق,375,1300000
9026,ديراب,450,1000000
9027,العارض,200,2000000
9028,طويق,360,1200000
9029,المونسية,375,2250000
9030,لبن,200,1000000
9031,طويق,360,1150000
9032,طويق,375,1300000
9033,طويق,375,1600000
9034,قرطبة,367,4000000
9035,الرمال,300,1350000
9036,طويق,300,1220000
9037,الرمال,240,1200000
9038,الحزم,360,1450000
9039,طويق,200,1000000
9040,طويق,252,1330000
9041,طويق,200,980000
9042,طويق,300,1200000
9043,بدر,500,800000
9044,بدر,300,920000
9045,أحد,360,1350000
9046,القادسية,375,2000000
9047,طويق,300,1250000
9048,الملقا,800,8000000
9049,طويق,240,1050000
9050,الشفا,250,1050000
9051,العارض,250,1700000
9052,طويق,200,950000
9053,بدر,230,850000
9054,عكاظ,325,1190000
9055,طويق,400,700000
9056,الرمال,300,1350000
9057,الملقا,405,4500000
9058,المونسية,300,2000000
9059,الوسطى,200,990000
9060,طيبة,208,780000
9061,طيبة,350,1100000
9062,البيضاء,300,1050000
9063,المونسية,231,1550000
9064,الرمال,294,1350000
9065,المهدية,250,1600000
9066,عكاظ,323,1300000
9067,الشفا,742,1400000
9068,الرمال,342,1550000
9069,عكاظ,360,1250000
9070,عكاظ,300,1050000
9071,بدر,230,850000
9072,الرمال,414,1650000
9073,نمار,450,1950000
9074,المونسية,370,2400000
9075,طويق,300,1220000
9076,الرمال,300,1300000
9077,الملقا,405,4500000
9078,طويق,300,1220000
9079,طيبة,273,900000
9080,بدر,300,980000
9081,الرمال,414,1650000
9082,القادسية,360,1700000
9083,المهدية,300,1950000
9084,العزيزية,250,870000
9085,بدر,230,1050000
9086,الرمال,350,1500000
9087,طويق,241,1000000
9088,عكاظ,300,1000000
9089,بدر,420,1350000
9090,العارض,300,1950000
9091,طويق,200,980000
9092,طيبة,280,920000
9093,العارض,325,2400000
9094,الشفا,218,115000
9095,الرمال,300,1380000
9096,طيبة,234,830000
9097,العقيق,250,1880000
9098,عكاظ,280,1180000
9099,الملقا,405,4500000
9100,الرفيعة,1800,15000000
9101,القيروان,718,6300000
9102,حطين,1000,14000000
9103,المعيزيلة,255,1380000
9104,الرمال,210,1050000
9105,الرمال,300,1350000
9106,طويق,300,1250000
9107,بدر,230,850000
9108,النرجس,216,2200000
9109,الدولي,300,1150000
9110,المهدية,280,1700000
9111,الرمال,250,1300000
9112,عكاظ,300,1100000
9113,النهضة,375,1450000
9114,الصفا,770,2500000
9115,عكاظ,270,1200000
9116,الشرق,360,1500000
9117,المهدية,200,1220000
9118,عكاظ,360,1280000
9119,طيبة,350,1160000
9120,طيبة,296,930000
9121,لبن,200,1300000
9122,الرفيعة,1800,15000000
9123,طويق,200,1000000
9124,بدر,247,870000
9125,الرمال,300,1450000
9126,العقيق,500,4500000
9127,المهدية,352,1600000
9128,الحزم,255,1250000
9129,النرجس,260,2200000
9130,الاندلس,510,2500000
9131,القادسية,250,1250000
9132,طويق,300,1250000
9133,البيضاء,147,330000
9134,العزيزية,743,1700000
9135,النفل,720,3000000
9136,عكاظ,324,1100000
9137,المهدية,250,1550000
9138,حطين,5600,60000000
9139,الياسمين,360,3800000
9140,بدر,245,1020000
9141,النرجس,300,2800000
9142,طويق,270,1140000
9143,الرمال,300,1350000
9144,لبن,200,1300000
9145,طويق,300,1170000
9146,القيروان,450,3200000
9147,طويق,300,1160000
9148,الملقا,700,8500000
9149,القيروان,600,5500000
9150,الرمال,300,1450000
9151,الشرق,360,1750000
9152,العزيزية,250,850000
9153,بدر,230,850000
9154,الرمال,360,1500000
9155,لبن,450,1850000
9156,العارض,552,4500000
9157,نمار,475,1960000
9158,احد,306,1300000
9159,الوسطى,200,980000
9160,المهدية,300,1900000
9161,بدر,280,840000
9162,لبن,200,1150000
9163,الرمال,307,1200000
9164,الرمال,405,2000000
9165,الرمال,300,1350000
9166,الملقا,405,4500000
9167,طويق,240,1150000
9168,طويق,318,1150000
9169,الرمال,200,1250000
9170,طويق,300,1150000
9171,البديعة,210,1200000
9172,عكاظ,412,1250000
9173,الرمال,300,2150000
9174,طويق,240,1150000
9175,بدر,350,870000
9176,البيان,237,1300000
9177,الرمال,360,1550000
9178,المونسية,335,1700000
9179,طويق,300,1250000
9180,العارض,400,3200000
9181,بدر,330,1200000
9182,قرطبة,428,3400000
9183,الخليج,360,2150000
9184,بدر,315,950000
9185,قرطبة,420,3200000
9186,العارض,400,3200000
9187,الرمال,300,1350000
9188,لبن,200,1300000
9189,طويق,300,1250000
9190,بدر,330,1300000
9191,المهدية,537,3000000
9192,الرمال,324,1500000
9193,السعادة,253,1600000
9194,عكاظ,303,1070000
9195,بدر,312,1100000
9196,الغربية,625,1400000
9197,عكاظ,400,1200000
9198,العارض,400,3300000
9199,الرمال,300,1400000
9200,طويق,240,1130000
9201,الوسطى,200,1050000
9202,عكاظ,245,870000
9203,البيضاء,437,1350000
9204,الياسمين,362,3500000
9205,الغربية,200,1000000
9206,طويق,200,1000000
9207,بدر,275,890000
9208,الرفيعة,1800,15000000
9209,الملقا,405,4500000
9210,الحزم,312,1150000
9211,الرمال,300,1280000
9212,طويق,300,1225000
9213,طويق,300,1300000
9214,طويق,300,1250000
9215,الدولي,296,1250000
9216,الغربية,220,1170000
9217,البيضاء,275,1070000
9218,المونسية,417,2000000
9219,بدر,310,950000
9220,عكاظ,300,1050000
9221,المهدية,450,1250000
9222,بدر,420,1050000
9223,الخزامى,625,6400000
9224,طويق,220,1050000
9225,فهد,930,4600000
9226,بدر,360,1280000
9227,الغربي,525,1800000
9228,المهدية,200,1250000
9229,عكاظ,300,1100000
9230,الملقا,405,4500000
9231,طويق,300,1220000
9232,عكاظ,300,1090000
9233,الدولي,300,1300000
9234,الرمال,375,2000000
9235,حطين,595,4500000
9236,الرمال,300,1250000
9237,العزيزية,300,1250000
9238,نمار,312,1350000
9239,طيبة,300,600000
9240,النهضة,900,5000000
9241,بدر,230,800000
9242,النرجس,325,3200000
9243,النرجس,250,1850000
9244,المهدية,200,1400000
9245,المهدية,200,1300000
9246,طويق,285,1450000
9247,طويق,365,1080000
