,district,home_size,home_price
2686,طويق,375,1600000
2687,طويق,375,1200000
2688,بدر,225,850000
2689,اشبيلية,300,1850000
2690,لبن,360,1660000
2691,الملقا,360,4300000
2692,لبن,200,1300000
2693,طويق,300,1220000
2694,البديعة,600,1000000
2695,العزيزية,240,850000
2696,القدس,500,1700000
2697,الرمال,284,1400000
2698,الملقا,360,4000000
2699,طويق,312,1400000
2700,الدولي,300,1350000
2701,طويق,375,1650000
2702,الحزم,240,1000000
2703,طيبة,300,1100000
2704,بدر,275,800000
2705,طويق,200,960000
2706,القادسية,324,1500000
2707,الحزم,270,1050000
2708,الغربي,312,1300000
2709,اشبيلية,216,2000000
2710,الرائد,325,3500000
2712,العارض,360,2700000
2713,طويق,300,1220000
2714,الملقا,405,4500000
2715,عكاظ,352,920000
2716,البيضاء,255,810000
2717,طويق,250,1250000
2718,الياسمين,362,3400000
2719,الرمال,350,1850000
2720,لبن,400,1980000
2721,عكاظ,329,1100000
2722,المهدية,450,2400000
2723,السعادة,375,1900000
2724,الضباط,505,3500000
2725,بدر,270,975000
2726,البيضاء,220,850000
2727,نمار,225,1080000
2728,الشرق,440,1650000
2729,الرمال,270,1100000
2730,الياسمين,362,3400000
2731,الربيع,391,4200000
2732,عكاظ,260,960000
2733,الجنادرية,294,1350000
2734,المهدية,375,2500000
2735,الرفيعة,1800,15000000
2736,طويق,300,1220000
2737,المهدية,288,1555000
2738,طويق,300,1260000
2739,طويق,300,1350000
2740,عكاظ,240,970000
2741,الحزم,312,1400000
2742,عكاظ,360,1025000
2743,طويق,480,1400000
2744,المهدية,200,1200000
2745,بدر,315,960000
2746,طويق,450,1550000
2747,الضباط,810,4000000
2748,طويق,300,1150000
2749,الرمال,375,19970000
2750,النرجس,312,3150000
2751,الرمال,270,1500000
2752,الغربي,570,1300000
2753,المهدية,200,1350000
2754,ديراب,225,930000
2755,طويق,400,700000
2756,الربيع,365,2500000
2757,طويق,300,1220000
2758,الرفيعة,1800,15000000
2759,طويق,250,1100000
2760,العزيزية,200,820000
2761,الرمال,300,1500000
2762,الرمال,225,1180000
2763,اشبيلية,300,1920000
2764,الرمال,300,1340000
2765,البديعة,375,1500000
2766,طيبة,286,860000
2767,نمار,316,1450000
2768,بدر,420,1250000
2769,الشفا,405,1200000
2770,الرمال,354,1500000
2771,بدر,315,960000
2772,الرمال,375,1900000
2773,الرمال,414,1650000
2774,العارض,442,2500000
2775,المونسية,288,1700000
2776,المونسية,277,1950000
2777,طويق,360,1550000
2778,النهضة,510,2500000
2779,طويق,300,1220000
2780,الرفيعة,1800,15000000
2781,عكاظ,360,1300000
2782,نمار,225,1400000
2783,طويق,300,1100000
2784,طويق,330,1200000
2785,الرمال,500,2400000
2786,الجنادرية,294,1370000
2787,لبن,415,1800000
2788,الازدهار,1300,5000000
2789,الرمال,359,1650000
2790,الرمال,300,1250000
2791,طويق,250,1150000
2792,طويق,312,1550000
2793,بدر,285,980000
2794,طويق,300,1250000
2795,طويق,450,1200000
2796,عكاظ,300,1200000
2797,السويدي,500,750000
2798,فيصل,600,2800000
2799,اشبيلية,281,2100000
2800,طويق,300,1220000
2801,لبن,200,1300000
2802,الفلاح,800,6000000
2803,الرمال,300,1300000
2804,طويق,300,1320000
2805,طيبة,286,870000
2806,طويق,200,950000
2807,المونسية,288,1800000
2808,طويق,316,1150000
2809,الرمال,350,1800000
2810,الاندلس,725,2100000
2811,المهدية,200,1250000
2812,المهدية,250,1550000
2813,نمار,450,1900000
2814,عكاظ,300,1100000
2815,طويق,300,1220000
2816,النفل,625,3000000
2817,طويق,300,1160000
2818,النرجس,300,2700000
2819,بدر,312,1100000
2820,الرمال,288,1420000
2821,عكاظ,300,1100000
2822,الملقا,405,4500000
2823,طويق,300,1220000
2824,طويق,200,980000
2825,طيبة,226,900000
2826,الدولي,312,1250000
2827,الزهرة,400,650000
2828,طويق,325,1350000
2829,الوسطى,200,935000
2830,البيضاء,248,1000000
2831,الرائد,298,2200000
2832,الملقا,455,4200000
2833,لبن,252,1500000
2834,الرمال,414,1700000
2835,بدر,312,1130000
2836,الرمال,405,1850000
2837,عكاظ,300,1100000
2838,المهدية,200,1300000
2839,بدر,275,900000
2840,بدر,274,1050000
2841,طويق,240,1050000
2842,الرمال,250,1200000
2843,الرمال,246,1350000
2844,الرفيعة,1800,15000000
2845,الملقا,405,4500000
2846,العارض,351,2750000
2847,طويق,450,920000
2849,المهدية,300,1800000
2850,الصحافة,240,2300000
2851,المهدية,200,1270000
2852,البيضاء,360,1050000
2853,العارض,338,2450000
2854,الصحافة,416,3900000
2855,العارض,216,2100000
2856,القادسية,292,1550000
2857,المونسية,250,1250000
2858,الرمال,300,1250000
2859,الرمال,275,1600000
2860,الرمال,290,1250000
2861,ديراب,250,980000
2862,الياسمين,330,2950000
2863,المهدية,288,1550000
2864,اليرموك,375,2350000
2865,بدر,300,640000
2866,الملقا,405,4500000
2867,الرفيعة,1800,15000000
2868,طويق,475,2000000
2869,الياسمين,390,2800000
2870,طويق,300,1100000
2871,طويق,360,1300000
2872,العارض,440,3500000
2873,طويق,300,1250000
2874,البيضاء,360,700000
2875,السويدي,260,900000
2876,البيضاء,300,1050000
2877,طويق,200,950000
2878,القيروان,365,3200000
2879,طويق,300,1250000
2880,طويق,200,920000
2881,اشبيلية,420,3500000
2882,بدر,250,980000
2883,طويق,375,1600000
2884,طيبة,234,830000
2885,المونسية,750,2500000
2886,الحزم,281,1140000
2887,لبن,200,1300000
2888,الملقا,405,4500000
2889,بدر,300,1120000
2890,بدر,315,700000
2891,الرمال,215,1100000
2892,العزيزية,250,860000
2893,الربوة,860,3700000
2894,بدر,360,1150000
2895,البيضاء,350,1100000
2896,الملقا,750,7000000
2897,الرمال,243,1150000
2898,الجنادرية,294,1250000
2899,الوسطى,200,1150000
2900,طويق,420,1200000
2901,حطين,9500,90000000
2902,طويق,300,950000
2903,المهدية,200,1300000
2904,الزهرة,400,850000
2905,المونسية,375,2250000
2906,الرمال,300,1160000
2907,الحمراء,1161,7000000
2908,المهدية,288,1550000
2909,الرفيعة,1800,15000000
2910,الملقا,405,4500000
2911,الرمال,414,1625000
2912,الوسطى,200,1050000
2913,الشفا,360,1250000
2914,البيضاء,375,1170000
2915,المحمدية,450,5000000
2916,طويق,300,1200000
2917,بدر,288,950000
2918,طويق,300,1200000
2919,الوسطى,200,1000000
2920,طويق,300,1140000
2921,طويق,300,1140000
2922,الرمال,375,1850000
2923,الملقا,1000,15300000
2924,النرجس,250,2700000
2925,بدر,500,800000
2926,حطين,600,6000000
2927,قرطبة,450,2900000
2928,المهدية,200,1470000
2929,الملقا,816,8500000
2930,بدر,226,800000
2931,الرمال,300,1350000
2932,الملقا,405,4500000
2933,لبن,250,1300000
2934,طويق,200,1000000
2935,الغربي,450,1000000
2936,الرمال,216,1085000
2937,المونسية,275,1750000
2938,بدر,300,920000
2939,النرجس,312,3000000
2940,الياسمين,580,6000000
2941,ديراب,375,1300000
2942,الحمراء,1237,5000000
2943,العارض,360,2200000
2944,البيضاء,360,1270000
2945,الملقا,750,8000000
2946,العزيزية,200,800000
2947,الرمال,375,1950000
2948,المهدية,200,1250000
2949,بدر,360,1280000
2950,طويق,360,1150000
2951,الرمال,312,1550000
2952,طويق,300,1130000
2953,لبن,200,1300000
2954,الملقا,405,4500000
2955,المهدية,215,1050000
2956,الحزم,240,1000000
2957,نمار,450,2000000
2958,اليرموك,200,1550000
2959,بدر,225,890000
2960,طويق,300,1250000
2961,النرجس,312,3150000
2962,طويق,375,1200000
2963,النرجس,225,2200000
2964,بدر,275,900000
2965,المؤتمرات,440,1600000
2966,بدر,410,650000
2967,العزيزية,250,950000
2968,الرمال,374,1500000
2969,بدر,226,800000
2970,لبن,450,2300000
2971,العزيزية,313,1200000
2972,عكاظ,400,1200000
2973,النرجس,225,2200000
2974,الحزم,375,1650000
2975,الرفيعة,1800,15000000
2976,طويق,300,1220000
2977,العزيزية,225,800000
2978,العقيق,600,7200000
2979,الصحافة,375,2600000
2980,العارض,400,3200000
2981,طويق,285,1350000
2982,الخليج,720,3000000
2983,عكاظ,328,1100000
2984,الدولي,287,1250000
2985,الرمال,251,1200000
2986,العارض,322,2800000
2987,الرمال,360,1700000
2988,الرمال,396,1700000
2989,العارض,200,1800000
2990,الرمال,312,1600000
2991,طويق,260,1260000
2992,الحزم,250,950000
2993,المهدية,450,1350000
2994,المهدية,270,1400000
2995,الرمال,500,1900000
2996,الغربي,200,500000
2997,الرفيعة,1800,15000000
2998,الرمال,300,1350000
2999,الرمال,300,1300000
3000,الرمال,300,1150000
3001,المهدية,200,1280000
3002,النرجس,275,1600000
3003,طويق,300,1100000
3004,الواحة,600,3500000
3005,الملقا,375,4000000
3006,التعاون,330,1950000
3007,الشرق,448,1330000
3008,الرمال,337,1700000
3009,طويق,375,1150000
3010,لبن,312,1600000
3011,القيروان,256,2100000
3012,المنصورة,750,1900000
3013,بدر,407,990000
3014,الخليج,750,2250000
3015,الربوة,450,1500000
3016,طويق,400,1250000
3017,النرجس,300,3000000
3018,الملقا,405,4500000
3019,الرفيعة,1800,15000000
3020,العزيزية,360,1300000
3021,الملقا,600,5500000
3022,طويق,375,1350000
3023,بدر,243,1000000
3024,عكاظ,325,1099000
3025,النرجس,350,3250000
3026,طويق,200,980000
3027,النرجس,300,2700000
3028,القادسية,330,1750000
3029,طويق,250,1100000
3030,المونسية,375,2300000
3031,النرجس,312,3000000
3032,القيروان,360,3500000
3033,الرمال,330,1170000
3034,الجنادرية,900,2500000
3035,بدر,230,850000
3036,الروابي,660,4500000
3037,لبن,450,1450000
3038,طويق,300,1180000
3039,النرجس,225,1650000
3040,لبن,200,1300000
3041,طويق,300,1220000
3042,عكاظ,350,1100000
3043,بدر,360,1280000
3044,عكاظ,300,650000
3045,لبن,900,3500000
3046,الوسطى,430,1300000
3047,الحزم,312,1300000
3048,نمار,360,1450000
3049,الرمال,300,1400000
3050,العارض,322,2200000
3051,بدر,275,900000
3052,طويق,375,1240000
3053,الرمال,245,1140000
3054,طويق,375,1300000
3055,البيان,237,1300000
3056,الحزم,313,1180000
3057,العزيزية,240,1000000
3058,طويق,440,1250000
3059,النهضة,351,1900000
3060,الحزم,270,1080000
3061,الملقا,405,4500000
3062,الرمال,300,1350000
3063,القادسية,455,2250000
3064,الكبير,300,1950000
3065,الرمال,300,1360000
3066,القادسية,390,1750000
3067,بدر,275,900000
3068,البيضاء,437,1000000
3069,الرمال,300,1750000
3070,الرمال,300,1650000
3071,البديعة,500,1200000
3072,الملقا,344,3500000
3073,لبن,200,1200000
3074,المونسية,275,1750000
3075,المحمدية,450,5000000
3076,طويق,300,1350000
3077,عرقة,525,4700000
3078,النرجس,260,2200000
3079,حطين,276,3300000
3080,الرمال,300,1600000
3081,طويق,300,1190000
3082,نمار,300,1350000
3083,الرمال,300,1350000
3084,لبن,200,1300000
3085,طويق,217,870000
3086,الرمال,360,1600000
3087,الرمال,444,1700000
3088,قرطبة,420,3200000
3089,البيضاء,375,1000000
3090,الحزم,240,1000000
3091,العزيزية,273,980000
3092,طويق,300,1250000
3093,طويق,230,980000
3094,عكاظ,244,950000
3095,طويق,200,970000
3096,طويق,300,1250000
3097,طويق,200,950000
3098,طويق,200,1000000
3099,الروضة,471,1600000
3100,الرمال,250,1130000
3101,عكاظ,350,1000000
3102,لبن,300,1500000
3103,المهدية,220,1400000
3104,الملقا,405,4500000
3105,الرمال,300,1350000
3106,الغربية,400,900000
3107,حطين,600,6500000
3108,الرمال,780,3500000
3109,الرمال,312,1290000
3110,العزيزية,375,1250000
3111,لبن,280,1700000
3112,العليا,456,1600000
3113,المونسية,700,3300000
3114,نمار,450,1950000
3115,العزيزية,330,1000000
3116,طويق,285,1300000
3117,الحزم,250,960000
3118,طويق,300,1170000
3119,طويق,360,1450000
3120,فهد,390,3300000
3121,الرمال,275,1650000
3122,طويق,300,1300000
3123,الرمال,313,1660000
3124,القيروان,375,2950000
3125,الرمال,240,1150000
3126,طويق,300,1220000
3127,الملقا,405,4500000
3128,طيبة,340,1150000
3129,عكاظ,310,980000
3130,طويق,375,1500000
3131,طويق,300,1100000
3132,الرمال,300,1550000
3133,الرمال,455,1800000
3134,القادسية,560,2500000
3135,الرمال,281,1270000
3136,لبن,450,1650000
3137,طويق,360,1550000
3138,الرمال,240,1150000
3139,طويق,300,1150000
3140,اليرموك,550,2800000
3141,الحزم,300,1070000
3142,طيبة,250,820000
3143,طويق,300,1300000
3144,الرمال,288,1400000
3145,النرجس,300,2800000
3146,طويق,300,1250000
3147,طيبة,250,870000
3148,لبن,200,1300000
3149,طويق,300,1220000
3150,الرمال,202,1350000
3151,طويق,450,1550000
3152,طويق,200,1000000
3153,العارض,400,3200000
3154,الملقا,375,2850000
3155,الجنادرية,300,1480000
3156,النرجس,266,2350000
3157,طويق,300,1150000
3158,طويق,300,1180000
3159,ديراب,250,1100000
3160,جرير,3515,16000000
3161,الندوة,840,2500000
3162,النرجس,312,3150000
3163,الرمال,300,1450000
3164,طويق,390,1650000
3165,طويق,275,950000
3166,المهدية,200,1350000
3167,المهدية,200,1300000
3168,عكاظ,328,1090000
3169,الرمال,300,1350000
3170,الملقا,405,4500000
3171,الرمال,300,1350000
3172,اليرموك,322,2200000
3173,عكاظ,330,1100000
3174,العان,300,1500000
3175,الحزم,312,1250000
3176,العارض,470,3500000
3177,الرمال,312,1850000
3178,طويق,200,920000
3179,طويق,200,1000000
3180,البيضاء,220,840000
3181,الشرق,375,1750000
3182,عكاظ,280,1150000
3183,فهد,500,2400000
3184,عكاظ,323,1098000
3185,اشبيلية,270,1730000
3186,عكاظ,390,1220000
3187,بدر,248,880000
3188,طويق,300,1220000
3189,المهدية,200,1250000
3190,الحمراء,1237,4500000
3191,المونسية,300,2100000
3192,الرمال,300,1350000
3193,الرفيعة,1800,15000000
3194,الرمال,250,1250000
3195,القدس,525,2000000
3196,بدر,330,1200000
3197,الحزم,312,1250000
3198,الغدير,375,4500000
3199,العزيزية,300,1250000
3200,العارض,290,2700000
3201,الشرقي,362,950000
3202,عكاظ,300,970000
3203,الملقا,400,5300000
3204,الرمال,221,1250000
3205,الاندلس,750,2500000
3206,النرجس,312,3000000
3207,المونسية,300,2150000
3208,لبن,909,4000000
3209,طيبة,320,950000
3210,طويق,360,1400000
3211,المونسية,375,2100000
3212,النرجس,250,2200000
3213,الملقا,405,4500000
3214,الرمال,300,1350000
3215,الحزم,255,1250000
3216,لبن,450,1500000
3217,الرمال,379,1700000
3218,الربوة,900,2500000
3219,المهدية,450,1800000
3220,الياسمين,375,4000000
3221,الشرقي,370,1700000
3222,المهدية,300,2500000
3223,طويق,300,1200000
3224,الملقا,360,4100000
3225,الملقا,410,4500000
3226,قرطبة,450,3500000
3227,طيبة,262,830000
3228,الرمال,340,1600000
3229,الجنادرية,224,1000000
3230,طيبة,278,840000
3231,السويدي,500,1300000
3232,طويق,300,1150000
3233,الرمال,312,1250000
3234,الرمال,312,1400000
3235,طويق,300,1220000
3236,الرفيعة,1800,15000000
3237,الحزم,225,920000
3238,طيبة,220,810000
3239,بدر,250,1100000
3240,الزهرة,360,1700000
3241,الغربية,300,1050000
3242,بدر,275,1050000
3243,اشبيلية,540,3100000
3244,طويق,480,1600000
3245,اليرموك,240,1800000
3246,طويق,220,1000000
3247,عكاظ,315,1240000
3248,اليرموك,336,2050000
3249,الرمال,300,1330000
3250,طويق,200,950000
3251,الشرق,420,1600000
3252,القيروان,375,3000000
3253,الغربي,1250,2500000
3254,لبن,200,1200000
3255,طويق,300,1350000
3256,الملقا,405,4500000
3257,لبن,200,1300000
3258,العزيزية,240,840000
3259,الصحافة,300,3200000
3260,سلطانة,730,1090000
3261,البيضاء,220,850000
3262,اشبيلية,420,3500000
3263,بدر,220,950000
3264,الملقا,400,4300000
3265,الملز,400,1300000
3266,طويق,300,1170000
3267,طويق,300,1180000
3268,طيبة,350,1160000
3269,لبن,360,1680000
3270,الياسمين,375,3900000
3271,القادسية,490,2900000
3272,طويق,300,1200000
3273,العارض,400,3200000
3274,طويق,360,1100000
3275,الرمال,246,1350000
3276,طويق,384,1480000
3277,البيضاء,300,660000
3278,لبن,200,1300000
3279,الملقا,405,4500000
3280,طويق,360,1500000
3281,المهدية,420,2200000
3282,المونسية,262,2100000
3283,الرمال,444,1720000
3284,الملقا,410,4500000
3285,النرجس,312,3150000
3286,الرمال,300,1180000
3287,الرمال,350,1800000
3288,عكاظ,320,1090000
3289,طويق,300,1170000
3290,بدر,354,700000
3291,الرمال,475,1900000
3292,الملقا,455,4200000
3293,البديعة,375,1500000
3294,بدر,247,820000
3295,طويق,600,1950000
3296,طويق,300,1250000
3297,الرمال,312,1900000
3298,الرمال,250,1150000
3299,طويق,300,1170000
3300,الملقا,405,4500000
3301,طويق,300,1220000
3302,طويق,440,1300000
3303,المهدية,200,1400000
3304,طيبة,300,1150000
3305,النظيم,260,1150000
3306,الرمال,300,1250000
3307,النرجس,533,4700000
3308,عكاظ,930,1400000
3309,الرمال,312,1750000
3310,قرطبة,360,1800000
3311,النرجس,600,6300000
3312,عكاظ,300,1100000
3313,العارض,270,2300000
3314,السويدي,312,1250000
3315,العارض,392,2900000
3316,الندوة,285,1180000
3317,طويق,200,870000
3318,طيبة,248,840000
3319,البيضاء,437,1000000
3320,عكاظ,300,1100000
3321,الملقا,405,4500000
3322,الرفيعة,1800,15000000
3323,الربوة,500,2200000
3324,الخليج,625,2000000
3325,الشرقي,420,900000
3326,العزيزية,250,1000000
3327,الرمال,490,1900000
3328,العزيزية,276,1130000
3329,المهدية,200,1500000
3330,طويق,222,1130000
3331,البيضاء,300,1000000
3332,طويق,300,1250000
3333,المهدية,703,1550000
3334,الرمال,240,1220000
3335,طويق,286,1050000
3336,المونسية,275,1750000
3337,بدر,240,900000
3338,السعادة,270,1500000
3339,العليا,1232,4500000
3340,الصحافة,300,1800000
3341,الجنادرية,270,1360000
3342,العارض,948,6000000
3343,الرمال,300,1350000
3344,لبن,200,1300000
3345,طويق,225,1160000
3346,الملقا,200,2600000
3347,طيبة,220,830000
3348,العزيزية,250,1000000
3349,طويق,300,1180000
3350,طيبة,273,920000
3351,طويق,300,1400000
3352,حطين,2000,23000000
3353,الغربي,313,1100000
3354,بدر,300,1190000
3355,طويق,266,1330000
3356,عكاظ,312,1050000
3357,القيروان,318,3300000
3358,الرمال,300,1400000
3359,الرمال,250,1300000
3360,المروج,500,2500000
3361,الحزم,200,870000
3362,البيضاء,240,1050000
3363,طويق,400,980000
3364,الجنادرية,318,1000000
3365,الرفيعة,1800,15000000
3366,لبن,200,1300000
3367,طويق,360,1600000
3368,المونسية,375,2250000
3369,المهدية,200,1250000
3370,طويق,300,1230000
3371,الرمال,300,1600000
3372,طويق,312,1420000
3373,الدولي,375,1650000
3374,طويق,200,1000000
3375,الرمال,312,1700000
3376,المهدية,200,1300000
3377,الرمال,375,1650000
3378,البيضاء,220,830000
3379,بدر,300,1100000
3380,القادسية,360,1830000
3381,طويق,260,1250000
3382,طويق,200,1000000
3383,طويق,300,1120000
3384,طويق,300,1260000
3385,عكاظ,270,1200000
3386,طيبة,240,840000
3387,الرفيعة,1800,15000000
3388,طويق,300,1220000
3389,الياسمين,364,2350000
3390,المهدية,200,1300000
3391,النهضة,337,1900000
3392,طويق,300,1280000
3393,المهدية,200,1260000
3394,عريض,300,1100000
3395,السويدي,126,500000
3396,طويق,360,1470000
3397,العارض,348,2900000
3398,المونسية,375,2250000
3399,النفل,300,2400000
3400,البيضاء,250,930000
3401,طيبة,220,900000
3402,السويدي,624,950000
3403,الملقا,3631,25000000
3404,بدر,315,980000
3405,السعادة,390,1900000
3406,طويق,300,1250000
3407,طويق,300,1150000
3408,الرفيعة,1800,15000000
3409,الملقا,405,4500000
3410,النرجس,533,4700000
3411,حطين,700,7300000
3412,طويق,300,1180000
3413,عكاظ,315,1100000
3414,المهدية,200,1350000
3415,اليرموك,500,2550000
3416,البيضاء,220,950000
3417,السويدي,340,2000000
3418,الربيع,392,4000000
3419,شبرا,250,950000
3420,الرمال,510,2650000
3421,الرمال,246,1150000
3422,طويق,300,1100000
3423,السويدي,300,1200000
3424,الدولي,250,1350000
3425,الندوة,245,1100000
3426,البيضاء,300,1100000
3427,البيضاء,300,650000
3428,الحزم,420,1450000
3429,الغدير,1950,23000000
3430,الرفيعة,1800,15000000
3431,طويق,300,1220000
3432,الملقا,736,8150000
3433,عكاظ,350,1050000
3434,عكاظ,300,650000
3435,البيضاء,210,760000
3436,طويق,300,1200000
3437,طويق,230,1120000
3438,العارض,440,3500000
3439,نمار,220,1350000
3440,المهدية,450,2300000
3441,طويق,250,1100000
3442,الرمال,300,1400000
3443,طيبة,335,1020000
3444,طويق,375,1600000
3445,الحزم,276,1400000
3446,الرمال,360,1800000
3447,الملقا,350,3550000
3448,طويق,450,2000000
3449,القادسية,362,1650000
3450,نمار,450,2000000
3451,طويق,200,970000
3452,الملقا,405,4500000
3453,طويق,300,1220000
3454,المصيف,1120,5500000
3455,العارض,310,2550000
3456,عكاظ,340,1250000
3457,المهدية,360,2000000
3458,طيبة,280,900000
3459,الرمال,300,1350000
3460,بدر,230,900000
3461,البيضاء,240,1050000
3462,المونسية,412,2000000
3463,عكاظ,250,1200000
3464,الشمالي,300,4150000
3465,طويق,300,1140000
3466,النرجس,270,2200000
3467,فيصل,312,950000
3468,البيضاء,625,16000001
3469,عكاظ,300,1100000
3470,طويق,200,950000
3471,الرمال,225,1300000
3472,الحزم,250,1100000
3473,الرفيعة,1800,15000000
3474,الرمال,300,1350000
3475,بدر,343,860000
3476,بدر,365,660000
3477,المونسية,236,1900000
3478,النرجس,840,6500000
3479,الملقا,350,4000000
3480,المهدية,600,2400000
3481,المهدية,350,2100000
3482,النخيل,1400,12000000
3483,عكاظ,300,1070000
3484,العزيزية,840,1800000
3485,المونسية,300,1900000
3486,النرجس,300,2600000
3487,الشفا,300,1000000
3488,النفل,525,3000000
3489,العزيزية,250,1000000
3490,النرجس,216,2300000
3491,الرمال,300,1300000
3492,الغربية,200,980000
3493,البيضاء,360,1270000
3494,الشفا,300,1150000
3495,طويق,300,1220000
3496,الرفيعة,1800,15000000
3497,طويق,360,1100000
3498,عكاظ,324,1100000
3499,اليرموك,600,2700000
3500,المهدية,270,1400000
3501,طويق,230,900000
3502,الشفا,390,1200000
3503,البيضاء,865,2300000
3504,قرطبة,300,3000000
3505,المهدية,300,1900000
3506,المونسية,270,2200000
3507,طويق,300,1250000
3508,طويق,240,1050000
3509,اشبيلية,700,4000000
3510,طويق,300,1200000
3511,قرطبة,220,2200000
3512,النرجس,660,4500000
3513,بدر,300,1160000
3514,طويق,300,1200000
3515,طويق,301,1130000
3516,الرمال,298,1680000
3517,لبن,200,1300000
3518,طويق,300,1220000
3519,النرجس,312,3000000
3520,الرائد,298,2200000
3521,الرمال,450,1850000
3522,النرجس,240,2450000
3523,المونسية,230,2000000
3524,الوسطى,200,1080000
3525,طويق,300,1200000
3526,القادسية,360,1600000
3527,طويق,220,1050000
3528,الرمال,300,1250000
3529,البيضاء,300,1100000
3530,البيضاء,375,1320000
3531,الجنادرية,300,1300000
3532,طويق,360,1400000
3533,عكاظ,300,1160000
3534,طويق,300,1180000
3535,طويق,200,1000000
3536,الروضة,600,1600000
3537,طويق,300,1220000
3538,الرفيعة,1800,15000000
3539,القيروان,262,2050000
3540,المهدية,200,1300000
3541,طويق,375,1600000
3542,طويق,300,1340000
3543,بدر,412,950000
3544,طويق,375,1180000
3545,العليا,375,2500000
3546,المعيزيلة,255,1350000
3547,المهدية,200,1200000
3548,اليرموك,313,1970000
3549,الدولي,315,1450000
3550,طويق,300,1200000
3551,البيضاء,280,1050000
3552,طويق,360,1300000
3553,الحزم,370,1500000
3554,بدر,300,1080000
3555,الملز,625,1200000
3556,النرجس,304,2600000
3557,طويق,225,1100000
3558,طيبة,361,730000
3559,طويق,300,1220000
3560,الرفيعة,1800,15000000
3561,الربيع,391,4200000
3562,طويق,375,1300000
3563,البيان,312,1450000
3564,طويق,300,1150000
3565,المونسية,288,1900000
3566,ديراب,960,1600000
3567,العارض,360,2500000
3568,الندوة,370,1350000
3569,العقيق,500,3500000
3570,بدر,360,1300000
3571,المونسية,628,4000000
3572,الدولي,336,1380000
3573,بدر,255,550000
3574,بدر,312,1000000
3575,الرمال,375,1500000
3576,البيضاء,283,940000
3577,الرمال,226,1180000
3578,طويق,300,1150000
3579,الغربي,375,800000
3580,طويق,200,950000
3581,طويق,300,1220000
3582,لبن,200,1300000
3583,طويق,300,1150000
3584,طويق,200,1050000
3585,طويق,200,1050000
3586,الدولي,400,1050000
3587,عكاظ,250,1000000
3588,طويق,365,1080000
3589,الرمال,300,1400000
3590,طويق,375,1250000
3591,طويق,250,1250000
3592,عكاظ,331,1090000
3593,البيضاء,280,1000000
3594,النرجس,330,2900000
3595,عكاظ,300,1050000
3596,المونسية,270,2200000
3597,نمار,450,2000000
3598,طويق,440,1310000
3599,الواحة,500,3500000
3600,الجنادرية,350,1150000
3601,التعاون,325,2850000
3602,المونسية,240,1600000
3603,لبن,200,1300000
3604,الرفيعة,1800,15000000
3605,بدر,226,830000
3606,النرجس,250,2100000
3607,ديراب,420,1450000
3608,حطين,14000,100000000
3609,الرمال,300,1250000
3610,الرمال,375,1920000
3611,طويق,400,1150000
3612,عكاظ,250,1100000
3613,الرمال,200,1200000
3614,النخيل,1400,11000000
3615,المهدية,340,1650000
3616,المهدية,200,1200000
3617,المهدية,352,1600000
3618,طويق,540,1420000
3619,طويق,200,900000
3620,الحزم,360,1500000
3621,اليرموك,750,3000000
3622,المهدية,200,1300000
3623,العارض,756,5800000
3624,الرمال,375,1900000
3625,الملقا,405,4500000
3626,الرمال,300,1350000
3627,العزيزية,600,1900000
3628,طويق,300,1100000
3629,طويق,250,1250000
3630,الملقا,699,8000000
3631,طويق,200,1000000
3632,لبن,251,1550000
3633,طيبة,240,850000
3634,طويق,240,1000000
3635,لبن,200,1200000
3636,الرمال,312,1350000
3637,طويق,300,1200000
3638,الرمال,312,1430000
3639,طويق,200,960000
3640,الرمال,360,1750000
3641,الرمال,288,1420000
3642,المونسية,400,1800000
3643,لبن,200,1050000
3644,النهضة,260,1550000
3645,الشرق,360,1450000
3646,بدر,315,950000
3647,لبن,200,1300000
3648,الرمال,300,1350000
3649,طويق,375,1600000
3650,عكاظ,210,920000
3651,طويق,375,1280000
3652,طويق,300,1200000
3653,الدريهمية,500,1100000
3654,بدر,352,1180000
3655,الفيحاء,660,2300000
3656,طويق,200,980000
3657,العريجاء,200,920000
3658,الجنادرية,336,1200000
3659,العارض,756,5800000
3660,الرمال,250,1200000
3661,طويق,300,1150000
3662,عكاظ,312,1050000
3663,طويق,370,980000
3664,طويق,350,1550000
3665,القيروان,300,2550000
3666,العزيزية,300,1300000
3667,العارض,216,2100000
3668,طيبة,217,760000
3669,الرمال,300,1350000
3670,طويق,300,1220000
3671,الرمال,300,1400000
3672,المهدية,300,1580000
3673,طويق,300,1150000
3674,فهد,700,2200000
3675,طويق,200,950000
3676,الحزم,250,1000000
3677,طويق,200,1030000
3678,النفل,580,3000000
3679,الرمال,250,1350000
3680,عكاظ,325,1150000
3681,عكاظ,365,1550000
3682,العقيق,900,4050000
3683,المونسية,300,2200000
3684,طويق,300,1200000
3685,المهدية,200,1300000
3686,طويق,300,1200000
3687,طويق,260,1230000
3688,نمار,300,1200000
3689,بدر,360,1280000
3690,الرمال,300,1400000
3691,الرمال,300,1350000
3692,لبن,200,1300000
3693,المونسية,360,1900000
3694,طويق,390,1200000
3695,الرمال,240,1180000
3696,البيضاء,225,950000
3697,بدر,315,950000
3698,القادسية,454,1900000
3699,عكاظ,325,1100000
3700,بدر,390,1500000
3701,الدولي,300,1300000
